Gene,count,mean,median,max,min,std
6189,19,0.54,0.0,32.0,0.0,3.890184254445223
150274,847,28.994,33.0,52.0,0.0,13.116402098289148
26471,464,14.226,0.0,46.0,0.0,15.454376783350462
6790,104,2.978,0.0,35.0,0.0,8.778643436236637
6625,715,22.847,29.0,48.0,0.0,14.840749268107686
7186,223,6.483,0.0,38.0,0.0,12.158023216318043
6714,547,17.054,27.0,45.0,0.0,15.763171050317304
5245,569,17.55,27.0,44.0,0.0,15.530766391414968
2932,341,10.06,0.0,40.0,0.0,14.081928159904122
84445,86,2.45,0.0,34.0,0.0,8.015469278073978
4288,108,3.05,0.0,40.0,0.0,8.805739096807322
92421,448,13.571,0.0,45.0,0.0,15.230920521752449
63891,856,29.889,33.0,53.0,0.0,13.053009616945054
4171,757,24.583,30.0,50.0,0.0,14.400502959462404
10987,738,23.966,30.0,50.0,0.0,14.70132555156075
6143,30,0.86,0.0,33.0,0.0,4.904738163904008
54542,329,9.793,0.0,39.0,0.0,14.077155867479672
124245,557,17.089,27.0,44.0,0.0,15.464288642650953
84708,384,11.579,0.0,44.0,0.0,14.796306623265473
6431,115,3.322,0.0,35.0,0.0,9.245528421663945
6733,249,7.317,0.0,38.0,0.0,12.784989908754993
1499,167,4.812,0.0,36.0,0.0,10.791807963409983
55054,687,21.929,29.0,45.0,0.0,15.169577287290345
1894,817,27.25,32.0,48.0,0.0,13.525473686286865
29978,248,7.205,0.0,39.0,0.0,12.618962445986329
2064,179,5.138,0.0,39.0,0.0,11.059080398444495
3329,586,18.117,27.0,42.0,0.0,15.474002577088958
3309,794,26.251,31.0,49.0,0.0,13.911417128622322
2177,315,9.343,0.0,41.0,0.0,13.869452502269608
708,375,11.197,0.0,42.0,0.0,14.597029295862368
7534,561,17.428,27.0,47.0,0.0,15.679242795959716
7412,514,15.57,25.0,42.0,0.0,15.34315849206129
84557,55,1.577,0.0,39.0,0.0,6.560725121060486
11345,137,4.017,0.0,39.0,0.0,10.140884998290266
6134,308,9.128,0.0,40.0,0.0,13.781057054287729
144100,502,15.246,24.5,45.0,0.0,15.386039588348076
9584,467,14.334,0.0,41.0,0.0,15.486583815621776
51547,501,15.337,24.0,49.0,0.0,15.501474985520789
1540,489,14.906,0.0,43.0,0.0,15.432930354904714
81631,41,1.172,0.0,37.0,0.0,5.6902367960213045
10614,589,18.242,28.0,46.0,0.0,15.494047292476601
11337,66,1.913,0.0,37.0,0.0,7.228394059587557
22938,533,16.418,26.0,44.0,0.0,15.588915622656064
