Gene,count,mean,median,max,min,std
9188,5,0.139,0.0,31.0,0.0,1.9666078781868404
28976,8,0.223,0.0,30.0,0.0,2.4882649502137952
9361,2,0.053,0.0,28.0,0.0,1.186422605397671
7124,2,0.052,0.0,28.0,0.0,1.165613424191166
28960,10,0.284,0.0,31.0,0.0,2.833261613648018
2203,2,0.053,0.0,28.0,0.0,1.186422605397671
6142,4,0.11,0.0,32.0,0.0,1.7449770614380424
25873,7,0.201,0.0,31.0,0.0,2.3984060021921536
6158,13,0.371,0.0,31.0,0.0,3.236330148923752
23095,3,0.08,0.0,28.0,0.0,1.4607305479566495
9126,3,0.083,0.0,29.0,0.0,1.5173705590307904
9991,2,0.051,0.0,26.0,0.0,1.140043288081071
1432,1,0.028,0.0,28.0,0.0,0.8854377448471461
10102,7,0.201,0.0,31.0,0.0,2.3988233268320016
79727,6,0.163,0.0,31.0,0.0,2.105912122066319
4799,21,0.582,0.0,30.0,0.0,3.9798385790274344
9097,10,0.282,0.0,30.0,0.0,2.810048464417006
4952,1,0.026,0.0,26.0,0.0,0.8221921916437785
1213,9,0.237,0.0,27.0,0.0,2.488980921185621
4988,3,0.08,0.0,28.0,0.0,1.4600451129097798
5515,9,0.251,0.0,34.0,0.0,2.6466968099886325
9759,8,0.213,0.0,28.0,0.0,2.3738715774587025
5976,4,0.114,0.0,35.0,0.0,1.815571618058704
6772,4,0.11,0.0,31.0,0.0,1.7444033200332265
3308,3,0.081,0.0,28.0,0.0,1.478047233218081
10456,4,0.105,0.0,27.0,0.0,1.6579275387433927
142,2,0.056,0.0,29.0,0.0,1.2523707248384692
5591,5,0.141,0.0,30.0,0.0,1.9917545245551944
2091,8,0.226,0.0,30.0,0.0,2.52255570548745
10013,4,0.112,0.0,29.0,0.0,1.7687805360147386
8192,4,0.109,0.0,28.0,0.0,1.7216512663960386
2783,1,0.026,0.0,26.0,0.0,0.8221921916437785
84236,2,0.056,0.0,32.0,0.0,1.264303152911699
5708,2,0.058,0.0,30.0,0.0,1.2970421420749285
6635,1,0.028,0.0,28.0,0.0,0.8854377448471459
4987,1,0.027,0.0,27.0,0.0,0.8538149682454622
51199,3,0.082,0.0,28.0,0.0,1.4965010910505594
8575,5,0.145,0.0,34.0,0.0,2.0552856733795424
55660,4,0.111,0.0,31.0,0.0,1.7572042473107015
5521,5,0.142,0.0,31.0,0.0,2.0069538768651025
149628,7,0.203,0.0,32.0,0.0,2.424803223082374
29777,8,0.22,0.0,30.0,0.0,2.454714978490502
6160,3,0.079,0.0,27.0,0.0,1.441123116127084
84676,6,0.156,0.0,28.0,0.0,2.01089723946991
22907,3,0.09,0.0,33.0,0.0,1.645785104018325
6157,3,0.085,0.0,30.0,0.0,1.5531217554291057
6203,4,0.105,0.0,28.0,0.0,1.6591346321886382
23567,2,0.054,0.0,27.0,0.0,1.2068722138406125
64745,8,0.229,0.0,31.0,0.0,2.556383010054264
6774,4,0.103,0.0,27.0,0.0,1.6269720458686558
9045,5,0.136,0.0,29.0,0.0,1.9217692882334234
5296,2,0.052,0.0,27.0,0.0,1.163034242251125
79753,4,0.108,0.0,29.0,0.0,1.7079968539939567
10197,6,0.159,0.0,29.0,0.0,2.0498587563344257
5300,1,0.027,0.0,27.0,0.0,0.8538149682454623
5500,1,0.027,0.0,27.0,0.0,0.8538149682454623
93380,2,0.055,0.0,29.0,0.0,1.2310525945265256
5894,1,0.029,0.0,29.0,0.0,0.9170605214488301
5156,1,0.026,0.0,26.0,0.0,0.8221921916437785
6950,7,0.186,0.0,29.0,0.0,2.2190827673451765
857,1,0.025,0.0,25.0,0.0,0.7905694150420949
908,3,0.078,0.0,29.0,0.0,1.4275692466405803
10189,2,0.054,0.0,29.0,0.0,1.2101853364458475
2357,3,0.087,0.0,29.0,0.0,1.5868046347767417
23203,4,0.114,0.0,29.0,0.0,1.8000678443448306
23566,3,0.084,0.0,30.0,0.0,1.5346984392053378
56923,4,0.111,0.0,31.0,0.0,1.7577738104684486
4085,1,0.027,0.0,27.0,0.0,0.8538149682454622
5928,3,0.078,0.0,26.0,0.0,1.422652431179148
3920,3,0.078,0.0,27.0,0.0,1.4233558732593694
2771,2,0.055,0.0,28.0,0.0,1.2294252667350243
84675,1,0.026,0.0,26.0,0.0,0.8221921916437785
4174,1,0.026,0.0,26.0,0.0,0.8221921916437785
54908,3,0.083,0.0,29.0,0.0,1.5147294825827502
4283,1,0.028,0.0,28.0,0.0,0.8854377448471459
71,1,0.033,0.0,33.0,0.0,1.0435516278555654
623,5,0.139,0.0,29.0,0.0,1.9630416532851596
5367,1,0.027,0.0,27.0,0.0,0.8538149682454623
186,1,0.027,0.0,27.0,0.0,0.8538149682454623
10316,2,0.055,0.0,28.0,0.0,1.2294252667350245
408,1,0.028,0.0,28.0,0.0,0.885437744847146
3313,6,0.166,0.0,29.0,0.0,2.1389294095455833
7014,1,0.026,0.0,26.0,0.0,0.8221921916437785
6598,2,0.056,0.0,30.0,0.0,1.254766288373432
2010,1,0.028,0.0,28.0,0.0,0.885437744847146
2912,3,0.083,0.0,29.0,0.0,1.5153901832225942
11077,3,0.08,0.0,27.0,0.0,1.4593593559263356
6207,6,0.161,0.0,30.0,0.0,2.0792792987961968
8826,6,0.161,0.0,28.0,0.0,2.0744595398277554
1660,2,0.058,0.0,31.0,0.0,1.2993553495192625
10241,1,0.026,0.0,26.0,0.0,0.8221921916437785
8698,1,0.028,0.0,28.0,0.0,0.8854377448471461
9138,1,0.027,0.0,27.0,0.0,0.8538149682454623
55379,1,0.027,0.0,27.0,0.0,0.8538149682454623
51001,1,0.028,0.0,28.0,0.0,0.8854377448471462
26995,4,0.109,0.0,28.0,0.0,1.721069749045948
3396,8,0.226,0.0,30.0,0.0,2.519379144009744
4641,1,0.025,0.0,25.0,0.0,0.7905694150420949
6429,3,0.084,0.0,30.0,0.0,1.5340460544903134
10554,1,0.025,0.0,25.0,0.0,0.790569415042095
22948,2,0.056,0.0,30.0,0.0,1.2547662883734323
24144,1,0.029,0.0,29.0,0.0,0.9170605214488303
55662,2,0.059,0.0,31.0,0.0,1.3203265740953114
6132,1,0.027,0.0,27.0,0.0,0.8538149682454622
498,2,0.055,0.0,30.0,0.0,1.2343008136181788
324,2,0.055,0.0,29.0,0.0,1.2310525945265256
4736,1,0.028,0.0,28.0,0.0,0.885437744847146
23450,1,0.026,0.0,26.0,0.0,0.8221921916437785
80321,1,0.031,0.0,31.0,0.0,0.9803060746521975
23411,2,0.052,0.0,26.0,0.0,1.1621732429576266
5781,3,0.083,0.0,29.0,0.0,1.5153901832225942
5903,1,0.031,0.0,31.0,0.0,0.9803060746521975
23774,5,0.132,0.0,28.0,0.0,1.865490835157347
6133,1,0.028,0.0,28.0,0.0,0.8854377448471461
7185,1,0.027,0.0,27.0,0.0,0.8538149682454623
55421,2,0.056,0.0,29.0,0.0,1.2523707248384695
56893,1,0.028,0.0,28.0,0.0,0.8854377448471461
4670,2,0.058,0.0,30.0,0.0,1.2970421420749285
5702,1,0.028,0.0,28.0,0.0,0.8854377448471462
23078,1,0.027,0.0,27.0,0.0,0.8538149682454623
5315,2,0.056,0.0,29.0,0.0,1.2523707248384692
1355,1,0.029,0.0,29.0,0.0,0.91706052144883
7416,1,0.028,0.0,28.0,0.0,0.8854377448471463
3146,2,0.053,0.0,27.0,0.0,1.1847339762978837
79922,2,0.057,0.0,29.0,0.0,1.2741170960215447
219402,2,0.057,0.0,29.0,0.0,1.2741170960215447
549,2,0.055,0.0,28.0,0.0,1.2294252667350243
1431,2,0.054,0.0,27.0,0.0,1.2068722138406127
6184,2,0.051,0.0,26.0,0.0,1.1400432880810707
55014,1,0.027,0.0,27.0,0.0,0.8538149682454623
5431,1,0.024,0.0,24.0,0.0,0.7589466384404112
3838,1,0.028,0.0,28.0,0.0,0.885437744847146
7019,2,0.052,0.0,26.0,0.0,1.1621732429576266
6210,1,0.026,0.0,26.0,0.0,0.8221921916437785
7337,3,0.08,0.0,28.0,0.0,1.4607305479566495
23555,2,0.052,0.0,28.0,0.0,1.1656134241911658
10980,2,0.054,0.0,28.0,0.0,1.2077013465847188
2353,1,0.025,0.0,25.0,0.0,0.7905694150420949
7430,1,0.027,0.0,27.0,0.0,0.8538149682454623
7321,1,0.026,0.0,26.0,0.0,0.8221921916437785
136,1,0.027,0.0,27.0,0.0,0.8538149682454623
1627,1,0.026,0.0,26.0,0.0,0.8221921916437785
6191,1,0.029,0.0,29.0,0.0,0.91706052144883
6222,1,0.028,0.0,28.0,0.0,0.8854377448471462
11190,1,0.027,0.0,27.0,0.0,0.8538149682454624
4176,1,0.026,0.0,26.0,0.0,0.8221921916437785
8729,3,0.082,0.0,28.0,0.0,1.4965010910505592
55218,3,0.082,0.0,29.0,0.0,1.501176048812906
2908,1,0.026,0.0,26.0,0.0,0.8221921916437785
2597,1,0.028,0.0,28.0,0.0,0.885437744847146
10575,1,0.026,0.0,26.0,0.0,0.8221921916437785
9782,1,0.027,0.0,27.0,0.0,0.8538149682454622
6634,1,0.026,0.0,26.0,0.0,0.8221921916437785
6141,4,0.123,0.0,32.0,0.0,1.9431023253155368
3107,1,0.027,0.0,27.0,0.0,0.8538149682454623
10419,1,0.025,0.0,25.0,0.0,0.7905694150420949
4738,1,0.028,0.0,28.0,0.0,0.8854377448471462
55294,1,0.025,0.0,25.0,0.0,0.7905694150420949
8345,1,0.027,0.0,27.0,0.0,0.8538149682454623
55210,1,0.029,0.0,29.0,0.0,0.9170605214488301
26136,1,0.029,0.0,29.0,0.0,0.9170605214488301
10383,1,0.028,0.0,28.0,0.0,0.8854377448471462
8139,1,0.025,0.0,25.0,0.0,0.7905694150420949
10992,1,0.025,0.0,25.0,0.0,0.7905694150420949
84681,1,0.026,0.0,26.0,0.0,0.8221921916437785
8349,1,0.026,0.0,26.0,0.0,0.8221921916437785
10856,1,0.026,0.0,26.0,0.0,0.8221921916437785
4214,1,0.025,0.0,25.0,0.0,0.7905694150420949
10459,1,0.026,0.0,26.0,0.0,0.8221921916437785
22919,1,0.029,0.0,29.0,0.0,0.9170605214488302
57721,1,0.029,0.0,29.0,0.0,0.9170605214488302
386682,1,0.027,0.0,27.0,0.0,0.8538149682454622
997,1,0.029,0.0,29.0,0.0,0.9170605214488302
10014,1,0.028,0.0,28.0,0.0,0.8854377448471461
23451,1,0.025,0.0,25.0,0.0,0.7905694150420949
3091,1,0.025,0.0,25.0,0.0,0.7905694150420949
293,1,0.027,0.0,27.0,0.0,0.8538149682454623
7409,1,0.028,0.0,28.0,0.0,0.8854377448471463
