gene_id,training_class,disease_probability
6581,-1,0.9968809396089008
27352,-1,0.9968808914401013
55716,-1,0.9968808914401013
6510,1,0.9968808914401013
9367,-1,0.9968808914401013
26958,-1,0.9968808914401013
25896,-1,0.9968808914401013
27034,-1,0.9968803809210743
27076,-1,0.9968800737405431
55276,-1,0.9968800560630252
54108,-1,0.9968792692983831
10626,1,0.9968792692983831
2804,-1,0.9968792692983831
6517,-1,0.9968792692983831
2010,1,0.9968792692983831
79594,-1,0.9968792692983831
3845,-1,0.9968792692983831
53916,-1,0.9968792692983831
23301,-1,0.9968792692983831
1852,-1,0.9968792692983831
158747,-1,0.9968792692983831
57724,-1,0.9968792692983831
7326,-1,0.9968792692983831
8927,-1,0.9968792692983831
388551,-1,0.9968792692983831
57205,-1,0.9968792692983831
10040,-1,0.9968792692983831
80129,-1,0.9968792692983831
381,-1,0.9968792692983831
23637,-1,0.9968792692983831
5870,-1,0.9968792692983831
51571,-1,0.9968792692983831
116369,-1,0.9968792692983831
3837,-1,0.9968792692983831
54107,-1,0.9968792692983831
6854,-1,0.9968792692983831
10134,-1,0.9968792692983831
23376,-1,0.9968792692983831
192668,-1,0.9968792692983831
54732,-1,0.9968792692983831
1717,-1,0.9968792692983831
219771,-1,0.9968792692983831
23224,-1,0.9968792692983831
92305,-1,0.9968792692983831
23098,-1,0.9968792692983831
472,-1,0.9968792692983831
9871,-1,0.9968792692983831
114787,-1,0.9968792692983831
63895,-1,0.9968792692983831
22982,-1,0.9968792692983831
162,-1,0.9968792692983831
26052,-1,0.9968792692983831
284119,-1,0.9968792692983831
5743,-1,0.9968792692983831
89866,-1,0.9968792692983831
64151,-1,0.9968792692983831
3752,-1,0.9968792692983831
8914,-1,0.9968792692983831
55450,-1,0.9968792692983831
5243,-1,0.9968792692983831
60509,-1,0.9968792692983831
1012,-1,0.9968792692983831
84259,-1,0.9968792692983831
9150,1,0.9968792692983831
2678,-1,0.9968792692983831
6569,-1,0.9968792692983831
26747,-1,0.9968792692983831
10902,-1,0.9968792692983831
2319,-1,0.9968792692983831
80183,-1,0.9968792692983831
29934,-1,0.9968792692983831
55585,-1,0.9968792692983831
79004,-1,0.9968792692983831
1633,-1,0.9968792692983831
92002,-1,0.9968792692983831
11264,-1,0.9968792692983831
83394,-1,0.9968792692983831
4905,-1,0.9968792692983831
6047,-1,0.9968792692983831
10261,-1,0.9968792692983831
55726,-1,0.9968792692983831
4117,-1,0.9968792692983831
3475,1,0.9968792692983831
55780,-1,0.9968792692983831
51125,-1,0.9968792692983831
728597,-1,0.9968792692983831
84836,-1,0.9968792692983831
1759,-1,0.9968792692983831
55858,-1,0.9968792692983831
10493,-1,0.9968792692983831
25897,-1,0.9968792692983831
24150,-1,0.9968792692983831
55738,-1,0.9968792692983831
10970,-1,0.9968792692983831
3916,-1,0.9968792692983831
64779,-1,0.9968792692983831
23358,-1,0.9968792692983831
119,-1,0.9968792692983831
340061,-1,0.9968792692983831
115992,-1,0.9968792692983831
57222,-1,0.9968792692983831
2182,-1,0.9968792692983831
25854,-1,0.9968792692983831
203,-1,0.9968792692983831
8318,-1,0.9968792692983831
416,-1,0.9968792692983831
157657,-1,0.9968792692983831
5869,-1,0.9968792692983831
9813,-1,0.9968792692983831
