1969	1.0000
1465	1.0000
10541	1.0000
10023	1.0000
1604	1.0000
83591	1.0000
360	1.0000
4082	1.0000
4363	1.0000
5471	1.0000
7189	1.0000
4628	1.0000
55509	1.0000
2734	1.0000
1496	1.0000
4436	1.0000
2130	1.0000
4026	1.0000
10067	1.0000
2118	1.0000
3344	1.0000
4077	1.0000
64344	1.0000
89801	1.0000
29904	1.0000
4637	1.0000
153478	1.0000
80179	1.0000
54620	1.0000
55	1.0000
9972	1.0000
54514	1.0000
1434	1.0000
23054	1.0000
257397	1.0000
7046	1.0000
85406	1.0000
2100	1.0000
8473	1.0000
7108	1.0000
283431	1.0000
946	1.0000
91869	1.0000
2618	1.0000
2690	1.0000
53358	1.0000
10520	1.0000
23657	1.0000
572	1.0000
203197	1.0000
440	1.0000
54841	1.0000
53635	1.0000
79685	1.0000
11261	1.0000
5027	1.0000
219790	1.0000
79794	1.0000
24140	1.0000
2597	1.0000
838	1.0000
27087	1.0000
122953	1.0000
5929	1.0000
6198	1.0000
3310	1.0000
55576	1.0000
1385	1.0000
8570	1.0000
930	1.0000
1147	1.0000
7099	1.0000
51311	1.0000
9928	1.0000
3066	1.0000
8682	1.0000
7391	1.0000
87	1.0000
10114	1.0000
80155	1.0000
27020	1.0000
31	1.0000
23225	1.0000
658	1.0000
79680	1.0000
3674	1.0000
5457	1.0000
3693	1.0000
471	1.0000
57556	1.0000
9632	1.0000
51496	1.0000
5156	1.0000
373509	1.0000
11218	1.0000
7159	1.0000
29108	1.0000
9781	1.0000
55246	1.0000
22824	1.0000
