51430	1.0000
84267	1.0000
2038	1.0000
9645	1.0000
2629	1.0000
29978	1.0000
10551	1.0000
2582	1.0000
117854	1.0000
231	1.0000
55301	1.0000
9564	1.0000
1386	1.0000
5313	1.0000
92400	1.0000
79624	1.0000
5272	1.0000
10397	1.0000
4860	1.0000
1400	1.0000
80347	1.0000
10953	1.0000
27293	1.0000
653269	1.0000
5217	1.0000
158809	1.0000
57537	1.0000
5621	1.0000
3187	1.0000
310	1.0000
79672	1.0000
64648	1.0000
55915	1.0000
5303	1.0000
57222	1.0000
79786	1.0000
79774	1.0000
83543	1.0000
53938	1.0000
51506	1.0000
400566	1.0000
311	1.0000
2023	1.0000
2661	1.0000
55236	1.0000
51400	1.0000
2597	1.0000
8073	1.0000
328	1.0000
823	1.0000
10044	1.0000
4354	1.0000
374955	1.0000
29085	1.0000
2103	1.0000
11076	1.0000
404093	1.0000
57103	1.0000
3728	1.0000
1508	1.0000
6251	1.0000
3191	1.0000
157657	1.0000
258	1.0000
221710	1.0000
309	1.0000
642	1.0000
7706	1.0000
93349	1.0000
1465	1.0000
65977	1.0000
7917	1.0000
1760	1.0000
23536	1.0000
644	1.0000
2632	1.0000
6248	1.0000
84364	1.0000
80320	1.0000
51292	1.0000
230	1.0000
92140	1.0000
91860	1.0000
8310	1.0000
2806	1.0000
581	1.0000
5908	1.0000
965	1.0000
54039	1.0000
23759	1.0000
203069	1.0000
10987	1.0000
5037	1.0000
445	1.0000
7345	1.0000
51303	1.0000
84955	1.0000
5134	1.0000
27000	1.0000
1381	1.0000
