3106	0.9980
920	0.9980
8577	0.9975
10985	0.9975
5591	0.9973
729857	0.9973
1523	0.9972
84836	0.9972
123904	0.9972
1201	0.9970
55705	0.9969
51102	0.9969
11156	0.9968
3837	0.9968
919	0.9968
488	0.9968
23632	0.9968
498	0.9967
51643	0.9967
5799	0.9967
3842	0.9967
291	0.9967
1942	0.9967
1434	0.9966
975	0.9966
3676	0.9965
84867	0.9965
1374	0.9965
57510	0.9965
1848	0.9965
3965	0.9964
7112	0.9964
79137	0.9964
23244	0.9964
83933	0.9964
440026	0.9963
7429	0.9963
9690	0.9963
375	0.9963
7517	0.9963
6059	0.9963
7417	0.9962
51752	0.9962
1315	0.9962
1844	0.9962
5243	0.9962
79870	0.9962
10673	0.9962
10527	0.9961
11160	0.9961
55183	0.9961
8729	0.9961
29126	0.9961
80712	0.9961
50628	0.9960
84725	0.9960
9689	0.9960
292	0.9960
2177	0.9960
9212	0.9960
23392	0.9959
64151	0.9959
399823	0.9959
3064	0.9959
6990	0.9959
11331	0.9959
966	0.9959
10859	0.9959
682	0.9958
914	0.9958
7416	0.9957
2806	0.9957
826	0.9957
259232	0.9957
2923	0.9957
7412	0.9957
11218	0.9957
476	0.9957
5133	0.9957
57531	0.9957
408	0.9957
1314	0.9957
941	0.9956
9781	0.9956
22820	0.9956
10131	0.9956
55127	0.9955
373156	0.9955
3091	0.9955
5250	0.9955
2597	0.9955
2103	0.9954
94015	0.9954
23065	0.9954
57650	0.9954
11260	0.9953
22870	0.9953
54	0.9953
80117	0.9953
352909	0.9953
